YEAR,MONTH,DAY,KOSPI,È¯À²
2017,11,9,2550.57 ,1114.30 
2017,11,10,2542.95 ,1114.30 
2017,11,13,2530.35 ,1117.20 
2017,11,14,2526.64 ,1120.70 
2017,11,15,2518.25 ,1118.50 
2017,11,16,2534.79 ,1114.40 
2017,11,17,2533.99 ,1104.10 
2017,11,20,2527.67 ,1096.10 
2017,11,21,2530.70 ,1098.90 
2017,11,22,2540.51 ,1097.30 
2017,11,23,2537.15 ,1091.30 
2017,11,24,2544.33 ,1088.20 
2017,11,27,2507.81 ,1085.00 
2017,11,28,2514.19 ,1087.60 
2017,11,29,2512.90 ,1088.30 
2017,11,30,2476.37 ,1082.40 
2017,12,1,2475.41 ,1085.10 
2017,12,4,2501.67 ,1087.10 
2017,12,5,2510.12 ,1088.30 
2017,12,6,2474.37 ,1084.30 
2017,12,7,2461.98 ,1091.90 
2017,12,8,2464.00 ,1092.70 
2017,12,11,2471.49 ,1093.40 
2017,12,12,2461.00 ,1092.40 
2017,12,13,2480.55 ,1090.10 
2017,12,14,2469.48 ,1091.90 
2017,12,15,2482.07 ,1086.70 
2017,12,18,2481.88 ,1089.30 
2017,12,19,2478.53 ,1089.10 
2017,12,20,2472.37 ,1086.80 
2017,12,21,2429.83 ,1082.90 
2017,12,22,2440.54 ,1080.60 
2017,12,26,2427.34 ,1079.20 
2017,12,27,2436.67 ,1077.10 
2017,12,28,2467.49 ,1075.20 
2017,12,29,,1071.40 
2018,1,2,2479.65 ,1071.40 
2018,1,3,2486.35 ,1064.30 
2018,1,4,2466.46 ,1065.40 
2018,1,5,2497.52 ,1065.50 
2018,1,8,2513.28 ,1062.10 
2018,1,9,2510.23 ,1065.20 
2018,1,10,2499.75 ,1067.10 
2018,1,11,2487.91 ,1070.70 
2018,1,12,2496.42 ,1071.20 
2018,1,15,2503.73 ,1064.70 
2018,1,16,2521.74 ,1061.30 
2018,1,17,2515.43 ,1064.00 
2018,1,18,2515.81 ,1065.80 
2018,1,19,2520.26 ,1069.40 
2018,1,22,2502.11 ,1067.30 
2018,1,23,2536.60 ,1068.90 
2018,1,24,2538.00 ,1069.70 
2018,1,25,2562.23 ,1070.60 
2018,1,26,2574.76 ,1061.70 
2018,1,29,2598.19 ,1064.80 
2018,1,30,2567.74 ,1064.80 
2018,1,31,2566.46 ,1071.50 
2018,2,1,2568.54 ,1071.00 
2018,2,2,2525.39 ,1071.10 
2018,2,5,2491.75 ,1076.70 
2018,2,6,2453.31 ,1089.80 
2018,2,7,2396.56 ,1094.30 
2018,2,8,2407.62 ,1083.30 
2018,2,9,2363.77 ,1087.80 
2018,2,12,2385.38 ,1092.70 
2018,2,13,2395.19 ,1083.40 
2018,2,14,2421.83 ,1082.80 
2018,2,19,2442.82 ,1079.90 
2018,2,20,2415.12 ,1068.00 
2018,2,21,2429.65 ,1070.30 
2018,2,22,2414.28 ,1075.30 
2018,2,23,2451.52 ,1082.90 
2018,2,26,2457.65 ,1078.50 
2018,2,27,2456.14 ,1073.70 
2018,2,28,2427.36 ,1071.00 
2018,3,2,2402.16 ,1081.90 
2018,3,5,2375.06 ,1081.30 
2018,3,6,2411.41 ,1080.50 
2018,3,7,2401.82 ,1075.40 
2018,3,8,2433.08 ,1068.70 
2018,3,9,2459.45 ,1068.40 
2018,3,12,2484.12 ,1069.20 
2018,3,13,2494.49 ,1064.30 
2018,3,14,2486.08 ,1065.80 
2018,3,15,2492.38 ,1065.80 
2018,3,16,2493.97 ,1065.80 
2018,3,19,2475.03 ,1069.60 
2018,3,20,2485.52 ,1071.20 
2018,3,21,2484.97 ,1071.00 
2018,3,22,2496.02 ,1071.40 
2018,3,23,2416.76 ,1069.20 
2018,3,26,2437.08 ,1080.80 
2018,3,27,2452.06 ,1081.20 
2018,3,28,2419.29 ,1072.20 
2018,3,29,2436.37 ,1069.40 
2018,3,30,2445.85 ,1066.50 
2018,4,2,2444.16 ,1064.40 
2018,4,3,2442.43 ,1058.10 
2018,4,4,2408.06 ,1057.80 
2018,4,5,2437.52 ,1057.60 
2018,4,6,2429.58 ,1059.50 
2018,4,9,2444.08 ,1066.00 
2018,4,10,2450.74 ,1067.50 
2018,4,11,2444.22 ,1067.70 
2018,4,12,2442.71 ,1066.40 
2018,4,13,2455.07 ,1068.70 
2018,4,16,2457.49 ,1070.00 
2018,4,17,2453.77 ,1073.10 
2018,4,18,2479.98 ,1068.40 
2018,4,19,2486.10 ,1066.50 
2018,4,20,2476.33 ,1063.50 
2018,4,23,2474.11 ,1067.30 
2018,4,24,2464.14 ,1068.90 
2018,4,25,2448.81 ,1076.90 
2018,4,26,2475.64 ,1078.70 
2018,4,27,2492.40 ,1079.70 
2018,4,30,2515.38 ,1076.20 
2018,5,2,2505.61 ,1067.50 
2018,5,3,2487.25 ,1074.90 
2018,5,4,2461.38 ,1076.50 
2018,5,8,2449.81 ,1076.70 
2018,5,9,2443.98 ,1078.20 
2018,5,10,2464.16 ,1081.30 
2018,5,11,2477.71 ,1075.30 
2018,5,14,2476.11 ,1068.60 
2018,5,15,2458.54 ,1066.60 
2018,5,16,2459.82 ,1072.60 
2018,5,17,2448.45 ,1078.70 
2018,5,18,2460.65 ,1079.30 
2018,5,21,2465.57 ,1080.00 
2018,5,23,2471.91 ,1083.80 
2018,5,24,2466.01 ,1078.80 
2018,5,25,2460.80 ,1079.70 
2018,5,28,2478.96 ,1078.70 
2018,5,29,2457.25 ,1073.20 
2018,5,30,2409.03 ,1076.10 
2018,5,31,2423.01 ,1081.30 
2018,6,1,2438.96 ,1076.40 
2018,6,4,2447.76 ,1076.00 
2018,6,5,2453.76 ,1070.90 
2018,6,7,2470.58 ,1069.60 
2018,6,8,2451.58 ,1067.90 
2018,6,11,2470.15 ,1073.20 
2018,6,12,2468.83 ,1073.50 
2018,6,14,2423.48 ,1075.10 
2018,6,15,2404.04 ,1082.50 
2018,6,18,2376.24 ,1091.40 
2018,6,19,2340.11 ,1104.40 
2018,6,20,2363.91 ,1105.50 
2018,6,21,2337.83 ,1108.00 
2018,6,22,2357.22 ,1109.00 
2018,6,25,2357.88 ,1108.90 
2018,6,26,2350.92 ,1116.10 
2018,6,27,2342.03 ,1115.20 
2018,6,28,2314.24 ,1117.90 
2018,6,29,2326.13 ,1121.70 
2018,7,2,2271.54 ,1117.20 
2018,7,3,2272.76 ,1117.40 
2018,7,4,2265.46 ,1121.10 
2018,7,5,2257.55 ,1115.30 
2018,7,6,2272.87 ,1118.40 
2018,7,9,2285.80 ,1117.80 
2018,7,10,2294.16 ,1112.30 
2018,7,11,2280.62 ,1113.80 
2018,7,12,2285.06 ,1120.80 
2018,7,13,2310.90 ,1127.80 
2018,7,16,2301.99 ,1123.40 
2018,7,17,2297.92 ,1128.70 
2018,7,18,2290.11 ,1125.20 
2018,7,19,2282.29 ,1128.90 
2018,7,20,2289.19 ,1131.20 
2018,7,23,2269.31 ,1134.80 
2018,7,24,2280.20 ,1128.50 
2018,7,25,2273.03 ,1135.20 
2018,7,26,2289.06 ,1127.50 
2018,7,27,2294.99 ,1119.60 
2018,7,30,2293.51 ,1120.00 
2018,7,31,2295.26 ,1116.70 
2018,8,1,2307.07 ,1117.90 
2018,8,2,2270.20 ,1119.30 
2018,8,3,2287.68 ,1122.60 
2018,8,6,2286.50 ,1128.10 
2018,8,7,2300.16 ,1123.50 
2018,8,8,2301.45 ,1125.70 
2018,8,9,2303.71 ,1118.80 
2018,8,10,2282.79 ,1117.90 
2018,8,13,2248.45 ,1126.30 
2018,8,14,2258.91 ,1133.70 
2018,8,16,2240.80 ,1132.10 
2018,8,17,2247.05 ,1130.70 
2018,8,20,2247.88 ,1125.60 
2018,8,21,2270.06 ,1121.70 
2018,8,22,2273.33 ,1118.20 
2018,8,23,2282.60 ,1118.70 
2018,8,24,2293.21 ,1120.80 
2018,8,27,2299.30 ,1121.80 
2018,8,28,2303.12 ,1114.30 
2018,8,29,2309.03 ,1110.00 
2018,8,30,2307.35 ,1108.80 
2018,8,31,2322.88 ,1108.80 
2018,9,3,2307.03 ,1113.30 
2018,9,4,2315.72 ,1113.50 
2018,9,5,2291.77 ,1114.20 
2018,9,6,2287.61 ,1117.60 
2018,9,7,2281.58 ,1121.20 
2018,9,10,2288.66 ,1123.10 
2018,9,11,2283.20 ,1128.10 
2018,9,12,2282.92 ,1126.80 
2018,9,13,2286.23 ,1127.30 
2018,9,14,2318.25 ,1121.20 
2018,9,17,2303.01 ,1119.20 
2018,9,18,2308.98 ,1126.20 
2018,9,19,2308.46 ,1126.30 
2018,9,20,2323.45 ,1123.00 
2018,9,21,2339.17 ,1119.90 
2018,9,27,2355.43 ,1116.60 
2018,9,28,2343.07 ,1112.70 
2018,10,1,2338.88 ,1110.20 
2018,10,2,2309.57 ,1110.90 
2018,10,4,2274.49 ,1116.40 
2018,10,5,2267.52 ,1128.30 
2018,10,8,2253.83 ,1130.70 
2018,10,10,2228.61 ,1131.70 
2018,10,11,2129.67 ,1132.50 
2018,10,12,2161.85 ,1142.50 
2018,10,15,2145.12 ,1133.30 
2018,10,16,2145.12 ,1133.40 
2018,10,17,2167.51 ,1128.10 
2018,10,18,2148.31 ,1125.00 
2018,10,19,2156.26 ,1132.60 
2018,10,22,2161.71 ,1134.30 
2018,10,23,2106.10 ,1130.90 
2018,10,24,2097.58 ,1135.80 
2018,10,25,2063.30 ,1132.20 
2018,10,26,2027.15 ,1138.50 
2018,10,29,1996.05 ,1140.60 
2018,10,30,2014.69 ,1138.60 
2018,10,31,2029.69 ,1140.60 
2018,11,1,2024.46 ,1139.20 
2018,11,2,2096.00 ,1138.80 
2018,11,5,2076.92 ,1125.50 
2018,11,6,2089.62 ,1122.70 
2018,11,7,2078.69 ,1122.50 
2018,11,8,2092.63 ,1120.90 
2018,11,9,2086.09 ,1118.40 
2018,11,12,2080.44 ,1125.70 
2018,11,13,2071.23 ,1132.00 
2018,11,14,2068.05 ,1135.70 
2018,11,15,2088.06 ,1132.40 
2018,11,16,2092.40 ,1130.30 
2018,11,19,2100.56 ,1128.70 
2018,11,20,2082.58 ,1127.40 
2018,11,21,2076.55 ,1127.50 
2018,11,22,2069.95 ,1131.30 
2018,11,23,2057.48 ,1129.00 
2018,11,26,2083.02 ,1130.50 
2018,11,27,2099.42 ,1129.90 
2018,11,28,2108.22 ,1129.70 
2018,11,29,2114.10 ,1128.90 
2018,11,30,2096.86 ,1121.80 
2018,12,3,2131.93 ,1120.30 
2018,12,4,2114.35 ,1113.70 
2018,12,5,2101.31 ,1109.80 
2018,12,6,2068.69 ,1113.60 
2018,12,7,2075.76 ,1117.80 
2018,12,10,2053.79 ,1118.20 
2018,12,11,2052.97 ,1124.70 
2018,12,12,2082.57 ,1129.40 
2018,12,13,2095.55 ,1127.60 
2018,12,14,2069.38 ,1124.00 
2018,12,17,2071.09 ,1129.20 
2018,12,18,2062.11 ,1131.60 
2018,12,19,2078.84 ,1129.90 
2018,12,20,2060.12 ,1125.10 
2018,12,21,2061.49 ,1128.90 
2018,12,24,2055.01 ,1123.90 
2018,12,26,2028.01 ,1125.20 
2018,12,27,2028.44 ,1125.60 
2018,12,28,2041.04 ,1121.30 
2018,12,31,,1118.10 
2019,1,2,2010.00 ,1118.10 
2019,1,3,1993.70 ,1119.00 
2019,1,4,2010.25 ,1127.50 
2019,1,7,2037.10 ,1125.20 
2019,1,8,2025.27 ,1118.00 
2019,1,9,2064.71 ,1121.70 
2019,1,10,2063.28 ,1121.60 
2019,1,11,2075.57 ,1118.90 
2019,1,14,2064.52 ,1117.60 
2019,1,15,2097.18 ,1121.40 
2019,1,16,2106.10 ,1120.10 
2019,1,17,2107.06 ,1122.00 
2019,1,18,2124.28 ,1121.40 
2019,1,21,2124.61 ,1121.30 
2019,1,22,2117.77 ,1126.50 
2019,1,23,2127.78 ,1130.20 
2019,1,24,2145.03 ,1128.20 
2019,1,25,2177.73 ,1128.00 
2019,1,28,2177.30 ,1125.10 
2019,1,29,2183.36 ,1116.90 
2019,1,30,2206.20 ,1118.10 
2019,1,31,2204.85 ,1117.20 
2019,2,1,2203.46 ,1111.60 
2019,2,7,2203.42 ,1116.80 
2019,2,8,2177.05 ,1123.40 
2019,2,11,2180.73 ,1124.50 
2019,2,12,2190.47 ,1124.50 
2019,2,13,2201.48 ,1124.60 
2019,2,14,2225.85 ,1121.70 
2019,2,15,2196.09 ,1125.00 
2019,2,18,2210.89 ,1127.70 
2019,2,19,2205.63 ,1124.70 
2019,2,20,2229.76 ,1127.50 
2019,2,21,2228.66 ,1122.60 
2019,2,22,2230.50 ,1124.40 
2019,2,25,2232.56 ,1125.70 
2019,2,26,2226.60 ,1120.80 
2019,2,27,2234.79 ,1118.30 
2019,2,28,2195.44 ,1117.80 
2019,3,4,2190.66 ,1119.90 
2019,3,5,2179.23 ,1125.00 
2019,3,6,2175.60 ,1125.80 
2019,3,7,2165.79 ,1127.80 
2019,3,8,2137.44 ,1128.30 
2019,3,11,2138.10 ,1134.00 
2019,3,12,2157.18 ,1134.50 
2019,3,13,2148.41 ,1128.70 
2019,3,14,2155.68 ,1131.50 
2019,3,15,2176.11 ,1132.70 
2019,3,18,2179.49 ,1136.10 
2019,3,19,2177.62 ,1133.70 
2019,3,20,2177.10 ,1130.90 
2019,3,21,2184.88 ,1130.40 
2019,3,22,2186.95 ,1125.80 
2019,3,25,2144.86 ,1129.80 
2019,3,26,2148.80 ,1134.90 
2019,3,27,2145.62 ,1132.10 
2019,3,28,2128.10 ,1134.70 
2019,3,29,2140.67 ,1137.80 
2019,4,1,2168.28 ,1136.10 
2019,4,2,2177.18 ,1132.70 
2019,4,3,2203.27 ,1135.80 
2019,4,4,2206.53 ,1134.90 
2019,4,5,2209.61 ,1135.50 
2019,4,8,2210.60 ,1136.40 
2019,4,9,2213.56 ,1141.40 
2019,4,10,2224.39 ,1142.80 
2019,4,11,2224.44 ,1141.20 
2019,4,12,2233.45 ,1139.20 
2019,4,15,2242.88 ,1140.50 
2019,4,16,2248.63 ,1133.90 
2019,4,17,2245.89 ,1135.70 
2019,4,18,2213.77 ,1136.10 
2019,4,19,2216.15 ,1136.20 
2019,4,22,2216.65 ,1137.10 
2019,4,23,2220.51 ,1140.80 
2019,4,24,2201.03 ,1141.10 
2019,4,25,2190.50 ,1146.90 
2019,4,26,2179.31 ,1158.70 
2019,4,29,2216.43 ,1159.70 
2019,4,30,2203.59 ,1158.20 
2019,5,2,2212.75 ,1163.80 
2019,5,3,2196.32 ,1163.90 
2019,5,7,2176.99 ,1169.40 
2019,5,8,2168.01 ,1169.80 
2019,5,9,2102.01 ,1169.90 
2019,5,10,2108.04 ,1175.80 
2019,5,13,2079.01 ,1178.10 
2019,5,14,2081.84 ,1183.10 
2019,5,15,2092.78 ,1187.00 
2019,5,16,2067.69 ,1189.40 
2019,5,17,2055.80 ,1189.80 
2019,5,20,2055.71 ,1192.70 
2019,5,21,2061.25 ,1192.90 
2019,5,22,2064.86 ,1193.30 
2019,5,23,2059.59 ,1194.60 
2019,5,24,2045.31 ,1191.20 
2019,5,27,2044.21 ,1189.60 
2019,5,28,2048.83 ,1184.10 
2019,5,29,2023.32 ,1187.60 
2019,5,30,2038.80 ,1193.10 
2019,5,31,2041.74 ,1190.00 
2019,6,3,2067.85 ,1191.20 
2019,6,4,2066.97 ,1183.00 
2019,6,5,2069.11 ,1181.50 
2019,6,7,2072.33 ,1179.80 
2019,6,10,2099.49 ,1179.50 
2019,6,11,2111.81 ,1184.00 
2019,6,12,2108.75 ,1181.70 
2019,6,13,2103.15 ,1181.70 
2019,6,14,2095.41 ,1184.70 
2019,6,17,2090.73 ,1184.00 
2019,6,18,2098.71 ,1186.30 
2019,6,19,2124.78 ,1185.00 
2019,6,20,2131.29 ,1177.00 
2019,6,21,2125.62 ,1167.70 
2019,6,24,2126.33 ,1162.00 
2019,6,25,2121.64 ,1157.90 
2019,6,26,2121.85 ,1154.70 
2019,6,27,2134.32 ,1158.20 
2019,6,28,2130.62 ,1156.80 
2019,7,1,2129.74 ,1156.40 
2019,7,2,2122.02 ,1155.40 
2019,7,3,2096.02 ,1164.80 
2019,7,4,2108.73 ,1170.40 
2019,7,5,2110.59 ,1169.20 
2019,7,8,2064.17 ,1170.40 
2019,7,9,2052.03 ,1178.50 
2019,7,10,2058.78 ,1179.90 
2019,7,11,2080.58 ,1181.40 
2019,7,12,2086.66 ,1173.80 
2019,7,15,2082.48 ,1177.30 
2019,7,16,2091.87 ,1179.20 
2019,7,17,2072.92 ,1178.50 
2019,7,18,2066.55 ,1180.40 
2019,7,19,2094.36 ,1179.50 
2019,7,22,2093.34 ,1173.40 
2019,7,23,2101.45 ,1177.60 
2019,7,24,2082.30 ,1178.40 
2019,7,25,2074.48 ,1178.20 
2019,7,26,2066.26 ,1179.80 
2019,7,29,2029.48 ,1184.20 
2019,7,30,2038.68 ,1183.40 
2019,7,31,2024.55 ,1182.00 
2019,8,1,2017.34 ,1181.90 
2019,8,2,1998.13 ,1188.50 
2019,8,5,1946.98 ,1194.80 
2019,8,6,1917.50 ,1211.80 
2019,8,7,1909.71 ,1214.30 
2019,8,8,1920.61 ,1214.50 
2019,8,9,1937.75 ,1211.30 
2019,8,12,1942.29 ,1209.70 
2019,8,13,1925.83 ,1215.60 
2019,8,14,1938.37 ,1218.90 
2019,8,16,1927.17 ,1211.70 
2019,8,19,1939.90 ,1213.30 
2019,8,20,1960.25 ,1210.70 
2019,8,21,1964.65 ,1210.20 
2019,8,22,1951.01 ,1204.00 
2019,8,23,1948.30 ,1205.10 
2019,8,26,1916.31 ,1212.20 
2019,8,27,1924.60 ,1218.20 
2019,8,28,1941.09 ,1213.10 
2019,8,29,1933.41 ,1213.50 
2019,8,30,1967.79 ,1215.20 
2019,9,2,1969.19 ,1209.60 
2019,9,3,1965.69 ,1211.90 
2019,9,4,1988.53 ,1215.20 
2019,9,5,2004.75 ,1209.70 
2019,9,6,2009.13 ,1199.60 
2019,9,9,2019.55 ,1196.90 
2019,9,10,2032.08 ,1192.40 
2019,9,11,2049.20 ,1191.90 
2019,9,16,2062.22 ,1191.40 
2019,9,17,2062.33 ,1184.00 
2019,9,18,2070.73 ,1188.30 
2019,9,19,2080.35 ,1190.50 
2019,9,20,2091.52 ,1195.10 
2019,9,23,2091.70 ,1191.10 
2019,9,24,2101.04 ,1193.10 
2019,9,25,2073.39 ,1194.00 
2019,9,26,2074.52 ,1198.30 
2019,9,27,2049.93 ,1199.10 
2019,9,30,2063.05 ,1201.30 
2019,10,1,2072.42 ,1199.20 
2019,10,2,2031.91 ,1198.20 
2019,10,4,2020.69 ,1203.70 
2019,10,7,2021.73 ,1197.00 
2019,10,8,2046.25 ,1196.50 
2019,10,10,2028.15 ,1194.70 
2019,10,11,2044.61 ,1196.10 
2019,10,14,2067.40 ,1189.30 
2019,10,15,2068.17 ,1183.70 
2019,10,16,2082.83 ,1184.10 
2019,10,17,2077.94 ,1187.00 
2019,10,18,2060.69 ,1186.60 
2019,10,21,2064.84 ,1180.50 
2019,10,22,2088.86 ,1175.40 
2019,10,23,2080.62 ,1171.40 
2019,10,24,2085.66 ,1173.70 
2019,10,25,2087.89 ,1171.00 
2019,10,28,2093.60 ,1174.20 
2019,10,29,2092.69 ,1169.60 
2019,10,30,2080.27 ,1166.50 
2019,10,31,2083.48 ,1168.40 
2019,11,1,2100.20 ,1161.70 
2019,11,4,2130.24 ,1167.60 
2019,11,5,2142.64 ,1160.40 
2019,11,6,2144.15 ,1160.10 
2019,11,7,2144.29 ,1157.50 
2019,11,8,2137.23 ,1160.60 
2019,11,11,2124.09 ,1156.10 
2019,11,12,2140.92 ,1161.30 
2019,11,13,2122.45 ,1163.50 
2019,11,14,2139.23 ,1167.60 
2019,11,15,2162.18 ,1170.40 
2019,11,18,2160.69 ,1166.30 
2019,11,19,2153.24 ,1164.50 
2019,11,20,2125.32 ,1168.60 
2019,11,21,2096.60 ,1170.10 
2019,11,22,2101.96 ,1176.50 
2019,11,25,2123.50 ,1177.80 
2019,11,26,2121.35 ,1176.20 
2019,11,27,2127.85 ,1174.40 
2019,11,28,2118.60 ,1176.00 
2019,11,29,2087.96 ,1179.30 
2019,12,2,2091.92 ,1180.30 
2019,12,3,2084.07 ,1180.40 
2019,12,4,2068.89 ,1186.20 
2019,12,5,2060.74 ,1193.70 
2019,12,6,2081.85 ,1190.20 
2019,12,9,2088.65 ,1189.70 
2019,12,10,2098.00 ,1189.30 
2019,12,11,2105.62 ,1192.00 
2019,12,12,2137.35 ,1193.30 
2019,12,13,2170.25 ,1188.60 
2019,12,16,2168.15 ,1171.70 
2019,12,17,2195.68 ,1172.90 
2019,12,18,2194.76 ,1166.70 
2019,12,19,2196.56 ,1165.30 
2019,12,20,2204.18 ,1164.50 
2019,12,23,2203.71 ,1162.60 
2019,12,24,2190.08 ,1161.70 
2019,12,26,2197.93 ,1163.70 
2019,12,27,2204.21 ,1161.20 
2019,12,30,2197.67 ,1160.90 
2019,12,31,,1157.80 
2020,1,2,2175.17 ,1157.80 
2020,1,3,2176.46 ,1156.90 
2020,1,6,2155.07 ,1162.70 
2020,1,7,2175.54 ,1169.60 
2020,1,8,2151.31 ,1165.30 
2020,1,9,2186.45 ,1174.10 
2020,1,10,2206.39 ,1160.00 
2020,1,13,2229.26 ,1161.10 
2020,1,14,2238.88 ,1155.70 
2020,1,15,2230.98 ,1153.10 
2020,1,16,2248.05 ,1158.80 
2020,1,17,2250.57 ,1159.60 
2020,1,20,2262.64 ,1158.80 
2020,1,21,2239.69 ,1158.80 
2020,1,22,2267.25 ,1164.70 
2020,1,23,2246.13 ,1165.10 
2020,1,28,2176.72 ,1167.20 
2020,1,29,2185.28 ,1176.70 
2020,1,30,2148.00 ,1176.00 
2020,1,31,2119.01 ,1183.50 
2020,2,3,2118.88 ,1187.80 
2020,2,4,2157.90 ,1196.00 
2020,2,5,2165.63 ,1189.40 
2020,2,6,2227.94 ,1188.50 
2020,2,7,2211.95 ,1181.40 
2020,2,10,2201.07 ,1187.20 
2020,2,11,2223.12 ,1189.80 
2020,2,12,2238.38 ,1184.10 
2020,2,13,2232.96 ,1179.80 
2020,2,14,2243.59 ,1181.50 
2020,2,17,2242.17 ,1183.50 
2020,2,18,2208.88 ,1182.20 
2020,2,19,2210.34 ,1188.10 
2020,2,20,2195.50 ,1190.80 
2020,2,21,2162.84 ,1197.00 
2020,2,24,2079.04 ,1205.60 
2020,2,25,2103.61 ,1217.70 
2020,2,26,2076.77 ,1212.70 
2020,2,27,2054.89 ,1216.80 
2020,2,28,1987.01 ,1215.90 
2020,3,2,2002.51 ,1215.30 
2020,3,3,2014.15 ,1200.30 
2020,3,4,2059.33 ,1191.40 
2020,3,5,2085.26 ,1186.40 
2020,3,6,2040.22 ,1185.00 
2020,3,9,1954.77 ,1191.40 
2020,3,10,1962.93 ,1201.40 
2020,3,11,1908.27 ,1196.70 
2020,3,12,1834.33 ,1192.80 
2020,3,13,1771.44 ,1202.00 
2020,3,16,1714.86 ,1222.20 
2020,3,17,1672.44 ,1219.60 
2020,3,18,1591.20 ,1241.20 
2020,3,19,1457.64 ,1237.80 
2020,3,20,1566.15 ,1280.10 
2020,3,23,1482.46 ,1254.10 
2020,3,24,1609.97 ,1274.60 
2020,3,25,1704.76 ,1256.00 
2020,3,26,1686.24 ,1230.70 
2020,3,27,1717.73 ,1227.90 
2020,3,30,1717.12 ,1212.40 
2020,3,31,1754.64 ,1222.60 
2020,4,1,1685.46 ,1220.00 
2020,4,2,1724.86 ,1222.20 
2020,4,3,1725.44 ,1237.60 
2020,4,6,1791.88 ,1229.80 
2020,4,7,1823.60 ,1233.40 
2020,4,8,1807.14 ,1222.40 
2020,4,9,1836.21 ,1219.70 
2020,4,10,1860.70 ,1216.40 
2020,4,13,1825.76 ,1212.30 
2020,4,14,1857.08 ,1218.70 
2020,4,16,1857.07 ,1216.70 
2020,4,17,1914.53 ,1227.50 
2020,4,20,1898.36 ,1219.30 
2020,4,21,1879.38 ,1218.70 
2020,4,22,1896.15 ,1231.30 
2020,4,23,1914.73 ,1235.20 
2020,4,24,1889.01 ,1232.00 
2020,4,27,1922.77 ,1235.80 
2020,4,28,1934.09 ,1230.30 
2020,4,29,1947.56 ,1225.20 
2020,5,4,1895.37 ,1218.50 
2020,5,6,1928.76 ,1227.80 
2020,5,7,1928.61 ,1223.30 
2020,5,8,1945.82 ,1226.50 
2020,5,11,1935.40 ,1217.70 
2020,5,12,1922.17 ,1217.80 
2020,5,13,1940.42 ,1226.70 
2020,5,14,1924.96 ,1226.30 
2020,5,15,1927.28 ,1227.90 
2020,5,18,1937.11 ,1229.30 
2020,5,19,1980.61 ,1231.60 
2020,5,20,1989.64 ,1224.50 
2020,5,21,1998.31 ,1227.80 
2020,5,22,1970.13 ,1230.70 
2020,5,25,1994.60 ,1236.20 
2020,5,26,2029.78 ,1242.00 
2020,5,27,2031.20 ,1237.10 
2020,5,28,2028.54 ,1233.70 
2020,5,29,2029.60 ,1239.40 
2020,6,1,2065.08 ,1237.60 
2020,6,2,2087.19 ,1227.80 
2020,6,3,2147.00 ,1224.10 
2020,6,4,2151.18 ,1216.90 
2020,6,5,2181.87 ,1217.40 
2020,6,8,2184.29 ,1213.10 
2020,6,9,2188.92 ,1204.20 
2020,6,10,2195.69 ,1197.70 
2020,6,11,2176.78 ,1194.40 
2020,6,12,2132.30 ,1192.80 
2020,6,15,2030.82 ,1206.60 
2020,6,16,2138.05 ,1210.80 
2020,6,17,2141.05 ,1206.60 
2020,6,18,2133.48 ,1214.50 
2020,6,19,2141.32 ,1213.00 
2020,6,22,2126.73 ,1212.00 
2020,6,23,2131.24 ,1213.20 
2020,6,24,2161.51 ,1210.10 
2020,6,25,2112.37 ,1202.90 
2020,6,26,2134.65 ,1205.20 
2020,6,29,2093.48 ,1198.60 
2020,6,30,2108.33 ,1200.70 
2020,7,1,2106.70 ,1198.50 
2020,7,2,2135.37 ,1201.60 
2020,7,3,2152.41 ,1201.00 
2020,7,6,2187.93 ,1200.40 
2020,7,7,2164.17 ,1196.80 
2020,7,8,2158.88 ,1192.90 
2020,7,9,2167.90 ,1195.80 
2020,7,10,2150.25 ,1194.50 
2020,7,13,2186.06 ,1202.40 
2020,7,14,2183.61 ,1200.30 
2020,7,15,2201.88 ,1206.40 
2020,7,16,2183.76 ,1200.70 
2020,7,17,2201.19 ,1204.10 
2020,7,20,2198.20 ,1205.70 
2020,7,21,2228.83 ,1203.70 
2020,7,22,2228.66 ,1198.10 
2020,7,23,2216.19 ,1193.70 
2020,7,24,2200.44 ,1198.50 
2020,7,27,2217.86 ,1201.30 
2020,7,28,2256.99 ,1196.60 
2020,7,29,2263.16 ,1195.10 
2020,7,30,2267.01 ,1195.20 
2020,7,31,2249.37 ,1191.40 
2020,8,3,2251.04 ,1189.10 
2020,8,4,2279.97 ,1193.70 
2020,8,5,2311.86 ,1193.50 
2020,8,6,2342.61 ,1190.30 
2020,8,7,2351.67 ,1184.30 
2020,8,10,2386.38 ,1185.90 
2020,8,11,2418.67 ,1186.70 
2020,8,12,2432.35 ,1184.90 
2020,8,13,2437.53 ,1186.00 
2020,8,14,2407.49 ,1183.60 
2020,8,18,2348.24 ,1185.80 
2020,8,19,2360.54 ,1185.10 
2020,8,20,2274.22 ,1182.30 
2020,8,21,2304.59 ,1186.30 
2020,8,24,2329.83 ,1185.30 
2020,8,25,2366.73 ,1190.00 
2020,8,26,2369.32 ,1186.30 
2020,8,27,2344.45 ,1187.00 
2020,8,28,2353.80 ,1185.70 
2020,8,31,2326.17 ,1185.10 
2020,9,1,2349.55 ,1183.30 
2020,9,2,2364.27 ,1184.60 
2020,9,3,2395.90 ,1186.20 
2020,9,4,2368.25 ,1187.50 
2020,9,7,2384.22 ,1190.20 
